name, street, city, state, zipcode, county, lat, long
BRITISH INTERNATIONAL SCHOOL OF BOSTON,416 POND ST,BOSTON,MA,02130,Suffolk County,42.306591,-71.130088
Broad Meadows Middle,50 Calvin Rd,Quincy,MA,02169,Norfolk County,42.260183,-70.985278
Broadmeadow,120 Broadmeadow Rd,Needham,MA,02492,Norfolk County,42.27947,-71.208531
BROCKTON AREA SDA ACADEMY,243 CT ST,BROCKTON,MA,02302,Plymouth County,42.08625,-71.010553
Brockton High,470 Forest Avenue,Brockton,MA,02301,Plymouth County,42.067224,-71.044198
Brockton Therapeutic Day School,596 Summer St,Brockton,MA,02302,Plymouth County,42.062524,-71.003753
Brockton Virtual Learning Academy,1121 Warren Ave.,Brockton,MA,02301,Plymouth County,42.062584,-71.019441
Brooke Charter School,200 American Legion Highway,Mattapan,MA,02124,Suffolk County,42.293901,-71.093431
Brookfield,135 Jon Drive,Brockton,MA,02302,Plymouth County,42.118025,-71.010187
Brookfield Elementary,37 Central Street,Brookfield,MA,01506,Worcester County,42.214137,-72.097131
Brookline Early Education Program at Beacon,1187 Beacon St,Brookline,MA,02445,Norfolk County,42.343442,-71.114889
Brookline Early Education Program at Clark Road,333 Washington Street,Brookline,MA,02445,Norfolk County,42.330069,-71.128837
Brookline Early Education Program at Putterham,194 Grove Street,Chestnut Hill,MA,02467,Norfolk County,42.302527,-71.151737
Brookline High,115 Greenough Street,Brookline,MA,02445,Norfolk County,42.332894,-71.128843
BROOKS SCHOOL,1160 GREAT POND RD,NORTH ANDOVER,MA,01845,Essex County,42.70654,-71.081431
Brooks School,388 High Street,Medford,MA,02155,Middlesex County,42.42118,-71.12807
Brookside,110 Congress Street,Milford,MA,01757,Worcester County,42.150049,-71.529301
Brookside Elementary,1560 Lakeview Avenue,Dracut,MA,01826,Middlesex County,42.673088,-71.341635
BROOKWOOD SCHOOL,1 BROOKWOOD RD,MANCHESTER,MA,01944,Essex County,42.572282,-70.796645
Brophy,575 Pleasant Street,Framingham,MA,01701,Middlesex County,42.306595,-71.463985
Brown,1 Jean Burke Drive,Natick,MA,01760,Middlesex County,42.292453,-71.385031
Bryantville Elementary,29 Gurney Drive,Pembroke,MA,02359,Plymouth County,42.044452,-70.823759
Bryn Mawr,35 Swanson Road,Auburn,MA,01501,Worcester County,42.204747,-71.845164
Buckland-Shelburne Regional,75 Mechanic Street,Shelburne Falls,MA,01370,Franklin County,42.608619,-72.734592
Burgess Elementary,45 Burgess School Rd,Sturbridge,MA,01566,Worcester County,42.114083,-72.0951
Burke/Memorial Elementary School,16 Cassidy Lane,Medway,MA,02053,Norfolk County,42.142305,-71.406388
Burlington High,123 Cambridge Street,Burlington,MA,01803,Middlesex County,42.495944,-71.198167
BURLINGTON MONTESSORI SCHOOL,6 LEXINGTON ST,BURLINGTON,MA,01803,Middlesex County,42.504826,-71.199101
Burncoat Middle School,135 Burncoat Street,Worcester,MA,01606,Worcester County,42.296629,-71.789821
Burncoat Senior High,179 Burncoat Street,Worcester,MA,01606,Worcester County,42.297911,-71.788743
Burncoat Street,526 Burncoat Street,Worcester,MA,01606,Worcester County,42.321795,-71.792625
BUXTON SCHOOL,291 S ST,WILLIAMSTOWN,MA,01267,Berkshire County,42.70324,-73.212672
Byam School,25 Maple Road,Chelmsford,MA,01824,Middlesex County,42.573119,-71.382616
C A Farley,119 Cottage Street,Hudson,MA,01749,Middlesex County,42.400149,-71.575261
C C Burr,171 Pine Street,Auburndale,MA,02466,Middlesex County,42.352211,-71.242183
C.T. Douglas Elementary School,73 Spruce Street,Acton,MA,01720,Middlesex County,42.479544,-71.473146
Cabot,229 Cabot Street,Newtonville,MA,02460,Middlesex County,42.349069,-71.198738
Caleb Dustin Hunking School,480 So. Main Street,Haverhill,MA,01835,Essex County,42.761017,-71.086674
Calvin Coolidge School,1 Florence Street,Shrewsbury,MA,01545,Worcester County,42.26526,-71.748819
CAMBRIDGE FRIENDS SCHOOL,5 CADBURY RD,CAMBRIDGE,MA,02140,Middlesex County,42.38771,-71.130641
CAMBRIDGE HIGH SCHOOL M-GYMNASIUM LLD,186 ALEWIFE BROOK PKWY # 1116,CAMBRIDGE,MA,02138,Middlesex County,42.390216,-71.140838
Cambridge Rindge and Latin,459 Broadway Ave,Cambridge,MA,02138,Middlesex County,42.374221,-71.112044
Cambridge Street Upper School,840 Cambridge Street,Cambridge,MA,02141,Middlesex County,42.372124,-71.091383
Cambridgeport,89 Elm Street,Cambridge,MA,02139,Middlesex County,42.369359,-71.097805
Cameron Middle School,215 Elm Street,Framingham,MA,01701,Middlesex County,42.333218,-71.399843
CAMPUS KINDER HAUS,162 OLD COLONY AVE,QUINCY,MA,02170,Norfolk County,42.261344,-71.013863
CAMPUS SCHOOL OF SMITH COLLEGE,33 PROSPECT ST,NORTHAMPTON,MA,01063,Hampshire County,42.321202,-72.63559
Canterbury,129 Canterbury Street,Worcester,MA,01603,Worcester County,42.246443,-71.817437
Canton High,900 Washington Street,Canton,MA,02021,Norfolk County,42.162712,-71.145292
CAPE COD ACADEMY,50 OSTRVL W BRNSTBL RD,OSTERVILLE,MA,02655,Barnstable County,41.641781,-70.389758
Cape Cod Lighthouse Charter School,195 Route 137,East Harwich,MA,02645,Barnstable County,41.711505,-70.024331
Cape Cod Region Vocational Technical,351 Pleasant Lake Avenue,Harwich,MA,02645,Barnstable County,41.710833,-70.073331
Capt William G Shoemaker,26 Regina Rd,Lynn,MA,01904,Essex County,42.50489,-70.98347
Captain Samuel Brown,150 Lynn Street,Peabody,MA,01960,Essex County,42.507185,-70.950607
Capuano Early Childhood Center,150 Glen Street,Somerville,MA,02145,Middlesex County,42.38258,-71.087
CARDINAL CUSHING CENTERS,405 WASHINGTON ST,HANOVER,MA,02339,Plymouth County,42.1174,-70.820651
Cardinal O'Connell Early Learning Center,21 Carter Street,Lowell,MA,01852,Middlesex County,42.629842,-71.307239
CARDINAL SPELLMAN HIGH SCHOOL,738 CT ST,BROCKTON,MA,02302,Plymouth County,42.093177,-70.992813
Carlisle School,83 School Street,Carlisle,MA,01741,Middlesex County,42.526386,-71.349013
Carlos Pacheco,261 Mt Pleasant Stre,New Bedford,MA,02746,Bristol County,41.65674,-70.940419
Carlton,10 Skerry Street,Salem,MA,01970,Essex County,42.531841,-70.89046
Carlton M. Viveiros Elementary School,525 Slade Street,Fall River,MA,02724,Bristol County,41.686457,-71.176488
Carol Huebner Early Childhood Program,71 Spruce St.,Acton,MA,01720,Middlesex County,42.479544,-71.473146
Carter School,270 Columbia Rd,Dorchester,MA,02121,Suffolk County,42.340556,-71.084065
Carver Elementary School,85 Main Street,Carver,MA,02330,Plymouth County,41.891706,-70.775794
Carver Middle/High School,60 South Meadow Road,Carver,MA,02330,Plymouth County,41.893506,-70.755686
Casimir Pulaski,1097 Braley Rd,New Bedford,MA,02745,Bristol County,41.728339,-70.944749
CATHEDRAL HIGH SCHOOL,74 UNION PARK ST,BOSTON,MA,02118,Suffolk County,42.341,-71.068614
CATHOLIC MEMORIAL,235 BAKER ST,WEST ROXBURY,MA,02132,Suffolk County,42.277603,-71.166188
CATS ACADEMY,2001 WASHINGTON,BRAINTREE,MA,02184,Norfolk County,42.17218,-71.013141
CEDAR BROOK SCHOOL,24 RALSIE RD,REHOBOTH,MA,02769,Bristol County,41.86545,-71.227451
Cedar Elementary,265 Cedar Street,Hanover,MA,02339,Plymouth County,42.132059,-70.867672
Center,837 Longmeadow Street,Longmeadow,MA,01106,Hampden County,42.048147,-72.581974
Center,17 Barstow Street,Mattapoisett,MA,02739,Plymouth County,41.660784,-70.813979
Center,18 Irving Street,Peabody,MA,01960,Essex County,42.529572,-70.944206
Center Elementary,65 Silver Street,Hanover,MA,02339,Plymouth County,42.11899,-70.84205
Center Elementary School,84 Billerica Road,Chelmsford,MA,01824,Middlesex County,42.600273,-71.343657
Center Elementary School,139 Pleasant Street,Tewksbury,MA,01876,Middlesex County,42.61013,-71.237503
CENTER FOR APPLIED BEHAVIORAL INSTRUCTION SCHOOL,345 GREENWOOD ST,WORCESTER,MA,01607,Worcester County,42.215405,-71.795187
Center For Technical Education Innovation,122 Granite Street,Leominster,MA,01453,Worcester County,42.532658,-71.778398
CENTER SCHOOL,1913 NORTHAMPTON ST,HOLYOKE,MA,01040,Hampden County,42.197177,-72.631754
Center School,403 Great Rd,Stow,MA,01775,Middlesex County,42.437512,-71.508217
Centerville Elementary,658 Bay Ln,Centerville,MA,02632,Barnstable County,41.646812,-70.352899
Centerville Elementary,17 Hull Street,Beverly,MA,01915,Essex County,42.57899,-70.84173
Central,107 Central Street,East Bridgewater,MA,02333,Plymouth County,42.029976,-70.95689
Central Area,167-169 Lyman Street,Westborough,MA,01581,Worcester County,42.293191,-71.604186
CENTRAL CATHOLIC,300 HAMPSHIRE ST,LAWRENCE,MA,01841,Essex County,42.71295,-71.170741
Central Middle,875 Hancock Street,Quincy,MA,02170,Norfolk County,42.261568,-71.012076
Central Tree Middle,99 Rutland Heights Way,Rutland,MA,01543,Worcester County,42.369704,-71.95475
Chace Street,538 Chace Street,Somerset,MA,02726,Bristol County,41.763538,-71.147651
Champion High School,211 Crescent St,Brockton,MA,02301,Plymouth County,42.08006,-71.012875
Chandler Elementary,93 Chandler Street,Duxbury,MA,02332,Plymouth County,42.035626,-70.736515
Chandler Elementary Community,114 Chandler Street,Worcester,MA,01609,Worcester County,42.260369,-71.810684
Channing Elementary School,35 Sunnyside Street,Hyde Park,MA,02136,Suffolk County,42.2516,-71.133341
CHAPEL HILL CHAUNCY HALL SCHOOL,785 BEAVER ST,WALTHAM,MA,02452,Middlesex County,42.387494,-71.235403
Charles A Bernazzani Elementary,701 Furnace Brook,Quincy,MA,02169,Norfolk County,42.255958,-71.022157
Charles C Cashman Elementary,193 Lions Mouth Road,Amesbury,MA,01913,Essex County,42.856648,-70.949298
Charles D Harrington,120 Richardson Rd,North Chelmsford,MA,01863,Middlesex County,42.62277,-71.37947
Charles E Brown Middle,125 Meadowbrook Rd,Newton Centre,MA,02459,Middlesex County,42.308752,-71.190294
Charles E Roderick,120 Taunton Street,Wrentham,MA,02093,Norfolk County,42.061384,-71.32813
Charles J Prescott,66 Richland Road,Norwood,MA,02062,Norfolk County,42.175502,-71.181448
Charles Jaworek School,444 Hosmer Street,Marlborough,MA,01752,Middlesex County,42.366375,-71.533285
Charles McCann Vocational Technical,70 Hodges Cross Rd,North Adams,MA,01247,Berkshire County,42.66433,-73.100772
CHARLES RIVER,6 OLD MEADOW RD,DOVER,MA,02030,Norfolk County,42.244308,-71.278511
CHARLES RIVER SCHOOL,6 OLD MEADOW RD,DOVER,MA,02030,Norfolk County,42.24417,-71.278371
Charles S Ashley,122 Rochambeau Street,New Bedford,MA,02745,Bristol County,41.676303,-70.933584
Charles S Pierce Middle,451 Central Avenue,Milton,MA,02186,Norfolk County,42.257856,-71.083598
Charles Taylor Elementary,196 South Street,Foxborough,MA,02035,Norfolk County,42.048527,-71.254165
Charles W Morey,130 Pine Street,Lowell,MA,01851,Middlesex County,42.633141,-71.33162
Charlestown High School,240 Medford Street,Charlestown,MA,02129,Suffolk County,42.380122,-71.060936
Charlotte A Dunning,48 Frost Street,Framingham,MA,01701,Middlesex County,42.321341,-71.430285
Charlotte M Murkland Elementary,350 Adams Street,Lowell,MA,01854,Middlesex County,42.64664,-71.32099
Charlton Elementary,9 Burlingame Road,Charlton,MA,01507,Worcester County,42.132181,-71.971366
Charlton Middle School,2 Oxford Road,Charlton,MA,01507,Worcester County,42.129848,-71.940094
Charlton Street,220 Charlton Street,Southbridge,MA,01550,Worcester County,42.08121,-72.022706
Chatham Elementary School,147 Depot Road,Chatham,MA,02633,Barnstable County,41.686424,-69.96185
Chelmsford High,200 Richardson Rd,North Chelmsford,MA,01863,Middlesex County,42.621488,-71.375602
Chelsea High,299 Everett Avenue,Chelsea,MA,02150,Suffolk County,42.400085,-71.039951
Chelsea Opportunity Academy,299 Everett Avenue,Chelsea,MA,02150,Suffolk County,42.400085,-71.039951
Chelsea Virtual Learning Academy,77 Webster Avenue,Chelsea,MA,02150,Suffolk County,42.400197,-71.022717
Chester Elementary,325 Middlefield Road,Chester,MA,01011,Hampden County,42.297816,-72.983873
Chestnut Accelerated Middle School (Talented and Gifted),355 Plainfield Street,Springfield,MA,01107,Hampden County,42.1187,-72.611931
Chestnut Hill Community School,59 State Street,Belchertown,MA,01007,Hampshire County,42.267855,-72.412331
CHEVERUS CATHOLIC SCHOOL,30 IRVING ST,MALDEN,MA,02148,Middlesex County,42.425845,-71.066092
Chickering,29 Cross Street,Dover,MA,02030,Norfolk County,42.251232,-71.27142
Chicopee Academy,12 DARE Way,Chicopee,MA,01022,Hampden County,42.197649,-72.56138
Chicopee Comprehensive High School,617 Montgomery Street,Chicopee,MA,01020,Hampden County,42.177135,-72.591822
Chicopee High,820 Front Street,Chicopee,MA,01020,Hampden County,42.148401,-72.584768
CHILDREN'S WORKSHOP MONTESSORI,53 ROBERT RD,MARBLEHEAD,MA,01945,Essex County,42.495375,-70.883615
CHILDRENS CENTER FOR COMMUNICATION SCHOOL,6 ECHO AVE,BEVERLY,MA,01915,Essex County,42.556644,-70.892766
CHILDRENS OWN SCHOOL,86 MAIN ST,WINCHESTER,MA,01890,Middlesex County,42.43841,-71.133611
Chilmark Elementary,8 State Road,Chilmark,MA,02535,Dukes County,41.341773,-70.743587
Chittick Elementary School,154 Ruskindale Road,Mattapan,MA,02126,Suffolk County,42.267207,-71.10471
Chocksett Middle School,40 Boutelle Road,Sterling,MA,01564,Worcester County,42.413791,-71.778185
Christa McAuliffe Charter School,139 Newbury Street,Framingham,MA,01701,Middlesex County,42.30813,-71.394882
CHRISTOPHER DONOVAN DAY SCHOOL- INC,18 UNION AVE,ONSET,MA,02558,Plymouth County,41.744354,-70.658221
City on a Hill Charter Public School,58 Circuit Street,Roxbury,MA,02119,Suffolk County,42.323741,-71.0879
City View,80 Prospect Street,Worcester,MA,01605,Worcester County,42.2665,-71.790614
CityLab Innovation High School,15 Everard Street,Revere,MA,02151,Suffolk County,42.39502,-70.99232
Clap Elementary School,35 Harvest Street,Dorchester,MA,02125,Suffolk County,42.323175,-71.058142
Clara Barton,25 Depot Road,Oxford,MA,01540,Worcester County,42.151791,-71.869136
Claremont Academy,15 Claremont Street,Worcester,MA,01610,Worcester County,42.25421,-71.817732
Clark Avenue School,8 Clark Avenue,Chelsea,MA,02150,Suffolk County,42.396042,-71.031099
CLARK SCHOOL,14 FOREST RIDGE DR UNIT 3 # 8,ROWLEY,MA,01969,Essex County,42.695292,-70.915368
Clark St Community,280 Clark Street,Worcester,MA,01606,Worcester County,42.312203,-71.772377
Clarke,100 Middlesex Avenue,Swampscott,MA,01907,Essex County,42.474818,-70.917225
Clarksburg Elementary,777 West  Cross Road,Clarksburg,MA,01247,Berkshire County,42.718343,-73.103528
Classical High,235 O Callaghan Way,Lynn,MA,01905,Essex County,42.46551,-70.984968
Claypit Hill School,40 Adams Lane,Wayland,MA,01778,Middlesex County,42.373004,-71.344791
CLEARWAY SCHOOL,573B WASHINGTON ST,NEWTON,MA,02458,Middlesex County,42.355437,-71.1969
CLIFFORD ACADEMY,399 LINCOLN RD,EAST WALPOLE,MA,02081,Norfolk County,42.137397,-71.290233
Clifford H Marshall Elementary,200 Moody St Ext,Quincy,MA,02169,Norfolk County,42.243689,-70.981781
Clifford M Granger,31 So. Westfield Street,Feeding Hills,MA,01030,Hampden County,42.066024,-72.677518
Clinton Elementary,100 Church Street,Clinton,MA,01510,Worcester County,42.418335,-71.686433
Clinton Middle School,100 West Boylston Street,Clinton,MA,01510,Worcester County,42.408692,-71.702251
Clinton Senior High,200 West Boylston Street,Clinton,MA,01510,Worcester County,42.409213,-71.705976
Clyde F Brown,7 Park Rd,Millis,MA,02054,Norfolk County,42.163645,-71.35906
Clyde Reeves,240 Lexington Street,Woburn,MA,01801,Middlesex County,42.465049,-71.177324
CNS/PATHWAYS ACADEMY,11 HILLSIDE AVE,ARLINGTON,MA,02476,Middlesex County,42.422565,-71.185008
Cobbet Elementary,40 Franklin Street,Lynn,MA,01902,Essex County,42.465164,-70.954669
Codman Academy Charter Public School,637 Washington Street,Dorchester,MA,02124,Suffolk County,42.289796,-71.071261
Cohasset High School,143 Pond Street,Cohasset,MA,02025,Norfolk County,42.232307,-70.809113
Cohasset Middle School,143 Pond Street,Cohasset,MA,02025,Norfolk County,42.232307,-70.809113
Col John Robinson,60 Concord Road,Westford,MA,01886,Middlesex County,42.570049,-71.464058
Col Moses Parker School,75 Graniteville Rd,Chelmsford,MA,01824,Middlesex County,42.619051,-71.382963
Cold Spring,57 South Main Street,Belchertown,MA,01007,Hampshire County,42.2745,-72.39599
Cold Spring,25 Alden Street,Plymouth,MA,02360,Plymouth County,41.962757,-70.677949
Colegrove Park Elementary,24 Church Street,North Adams,MA,01247,Berkshire County,42.69932,-73.107991
Collegiate Charter School of Lowell,1857 Middlesex Street,Lowell,MA,01851,Middlesex County,42.636756,-71.359121
Collicot,80 Edge Hill Rd,Milton,MA,02186,Norfolk County,42.253644,-71.052388
Collins Middle,29 Highland Avenue,Salem,MA,01970,Essex County,42.514502,-70.905388
Colonial Park,30 Avalon Road,Stoneham,MA,02180,Middlesex County,42.467999,-71.085789
Colrain Central,22 Jacksonville Rd,Colrain,MA,01340,Franklin County,42.675789,-72.696684
Columbus Park,75 Lovell Street,Worcester,MA,01603,Worcester County,42.252694,-71.832838
COMMONWEALTH SCHOOL,151 COMMONWEALTH AVE,BOSTON,MA,02116,Suffolk County,42.35235,-71.078151
Community,45 South Washington Street,North Attleborough,MA,02760,Bristol County,41.980263,-71.334268
Community Academy,25 Glen Road,Jamaica Plain,MA,02130,Suffolk County,42.30897,-71.103453
Community Academy of Science and Health,11 Charles Street,Dorchester,MA,02122,Suffolk County,42.300956,-71.061303
Community Charter School of Cambridge,245 Bent Street,Cambridge,MA,02141,Middlesex County,42.367725,-71.085231
COMMUNITY CHRISTIAN ACADEMY,105 PRINCETON BLVD,LOWELL,MA,18512,Middlesex County,42.635598,-71.335166
COMMUNITY CHRISTIAN SCHOOL,409 MAIN RD,GRANVILLE,MA,01034,Hampden County,42.066194,-72.854588
Community Day Charter Public School,73 Prospect Street,Lawrence,MA,01841,Essex County,42.7111948,-71.1492514
Community Education Center,170 Dalton Road,Chelmsford,MA,01824,Middlesex County,42.611546,-71.342198
COMMUNITY THERAPEUTIC DAY SCHOOL,187 SPRING ST,LEXINGTON,MA,02421,Middlesex County,42.42093,-71.252221
Comprehensive Grammar School,100 Howe Street,Methuen,MA,01844,Essex County,42.74778,-71.17576
Concord Carlisle High,500 Walden Street,Concord,MA,01742,Middlesex County,42.447381,-71.348227
Concord Middle,835 Old Marlboro Road,Concord,MA,01742,Middlesex County,42.440268,-71.395426
CONCORD MONTESSORI SCHOOL,29 DOMINO DR STE 2,CONCORD,MA,01742,Middlesex County,42.455691,-71.403561
Condon K-8 School,200 D Street,South Boston,MA,02127,Suffolk County,42.338158,-71.052923
Conley Elementary School,450 Poplar Street,Roslindale,MA,02131,Suffolk County,42.274782,-71.127158
Consentino Middle School,685 Washington Street,Haverhill,MA,01832,Essex County,42.770134,-71.102739
Conservatory Lab Charter School,395 Columbia Rd,Dorchester,MA,02125,Suffolk County,42.311321,-71.069585
Conservatory of the Arts,339 State St,Springfield,MA,01105,Hampden County,42.105612,-72.580545
Conway Grammar,24 Fournier Road,Conway,MA,01341,Franklin County,42.50919,-72.67305
Cornelius M Callahan,116 Garfield Avenue,Norwood,MA,02062,Norfolk County,42.19551,-71.190841
CORWIN-RUSSELL SCHOOL AT BROCCOLI HALL,142 N RD,SUDBURY,MA,01776,Middlesex County,42.420522,-71.392093
